doc_id,nppes_provider_city,nppes_provider_state,number_of_hcpcs,total_services,total_medicare_allowed_amt,number_of_drug_hcpcs,total_drug_services,total_drug_medicare_allowed_amt,number_of_med_hcpcs,total_med_services,total_med_medicare_allowed_amt,beneficiary_average_risk_score
HG4705148,BISMARCK,ND,21,456,30041.64,0,0,0,21,456,30041.64,1.5454
YW3960507,LA JOLLA,CA,35,7040,113074.7,2,6410,35162.95,33,630,77911.75,1.7207
BS7479701,TUCSON,AZ,9,685,55846.65,0,0,0,9,685,55846.65,1.2852
SS6258828,SAINT LOUIS,MO,18,178,15786.47,0,0,0,18,178,15786.47,2.1535
XW0740028,GREENSBORO,NC,28,412,51684.18,0,0,0,28,412,51684.18,1.4524
BQ8340371,FARGO,ND,38,1110,90265.96,0,0,0,38,1110,90265.96,1.2074
VX6397344,BIRMINGHAM,AL,48,2165,336869.32,NA,NA,NA,NA,NA,NA,1.5306
LL9423407,LITTLE RIVER,SC,26,1342,310895.66,2,28,43.09,24,1314,310852.57,1.2916
XX8791333,AUBURN,CA,49,8086,162978.32,13,6885,36755.41,36,1201,126222.91,1.3043
SA6065533,LOS ANGELES,CA,12,56,9408.85,0,0,0,12,56,9408.85,1.3974
EH4528228,SCOTTSDALE,AZ,26,5291,144109.27,3,4395,26694.94,23,896,117414.33,1.3942
GW5380161,AUGUSTA,GA,6,52,3030.32,0,0,0,6,52,3030.32,2.6164
DM2917152,ORLANDO,FL,13,3431,310134.13,0,0,0,13,3431,310134.13,2.4167
ZK0133842,WINSTON SALEM,NC,6,367,28017.28,0,0,0,6,367,28017.28,1.3712
QT5097902,WASHINGTON,DC,20,468,59525.77,NA,NA,NA,NA,NA,NA,1.3904
MI5273094,ORANGE,CA,13,404,75915.5,0,0,0,13,404,75915.5,1.8645
XU2414231,CARMICHAEL,CA,18,437,22996.38,NA,NA,NA,NA,NA,NA,1.3418
SS5200705,YPSILANTI,MI,18,670,26253.86,NA,NA,NA,NA,NA,NA,1.6874
SN9659142,FAIRFIELD,CA,20,1095,113052.18,0,0,0,20,1095,113052.18,2.0749
DD5157294,PITTSBURGH,PA,18,268,22864.56,0,0,0,18,268,22864.56,2.0736
SY5172918,BOSTON,MA,10,59,9116.38,0,0,0,10,59,9116.38,1.5462
RI9894955,ROUND ROCK,TX,27,687,71353.68,2,35,5204.49,25,652,66149.19,2.2503
QJ2064478,ABINGTON,PA,27,822,122693.21,0,0,0,27,822,122693.21,1.7829
HK3890354,LEXINGTON,KY,27,1074,125419.53,0,0,0,27,1074,125419.53,2.1076
ZI4362061,BOSTON,MA,26,457,58827.68,0,0,0,26,457,58827.68,2.4374
FM8081235,PORTLAND,OR,18,347,42171.61,0,0,0,18,347,42171.61,1.4399
LY5756319,PORTLAND,OR,21,209,27147.71,0,0,0,21,209,27147.71,1.335
VA8904466,CAPE MAY COURT HOUSE,NJ,18,317,45813.21,0,0,0,18,317,45813.21,1.5514
OT4090304,PHOENIX,AZ,8,51,5698.28,0,0,0,8,51,5698.28,1.67
KD4589670,TUCSON,AZ,14,272,27060.78,0,0,0,14,272,27060.78,1.3679
CD5744480,PHILADELPHIA,PA,4,25,3670.17,0,0,0,4,25,3670.17,3.4512
NN1604750,GRAND RAPIDS,MI,15,183,15601.73,0,0,0,15,183,15601.73,1.5753
TU8300896,CEDAR RAPIDS,IA,28,10110,128738.4,1,8900,48932.4,27,1210,79806,1.1563
IO5450840,MANASSAS,VA,21,694,85076.5,0,0,0,21,694,85076.5,1.365
NL4087488,WORCESTER,MA,10,217,29396.61,0,0,0,10,217,29396.61,1.9579
DQ0179755,RIVERSIDE,CA,56,19544,359006.07,11,18604,256948.6,45,940,102057.47,1.4872
YE9683650,WILMETTE,IL,34,6630,138834.25,1,5720,31377.44,33,910,107456.81,1.2439
QT6416694,TUCSON,AZ,14,4663,87806.11,NA,NA,NA,NA,NA,NA,1.2378
DR3603837,SHERIDAN,WY,46,7105,263829.84,NA,NA,NA,NA,NA,NA,1.0596
FZ2902208,SEATTLE,WA,10,477,29259.18,0,0,0,10,477,29259.18,1.1845
LK6784834,BRADFORD,MA,7,45,5050.5,0,0,0,7,45,5050.5,2.5234
EK1030236,JACKSON,TN,17,1147,75730.01,NA,NA,NA,NA,NA,NA,1.7381
ME7333567,SANDY,UT,6,1132,105950.33,0,0,0,6,1132,105950.33,1.4809
SU4682167,HAWTHORNE,NY,19,1184,152776.55,0,0,0,19,1184,152776.55,1.8723
HO5068427,OGDEN,UT,60,2738,89320.52,2,1860,10016.45,58,878,79304.07,1.3028
UB7224303,PORTLAND,OR,10,73,6774.11,0,0,0,10,73,6774.11,1.421
KJ2776873,ROANOKE,VA,16,136,14350.32,0,0,0,16,136,14350.32,1.634
AT0703631,ARCADIA,CA,34,4706,692674.46,1,67,150.78,33,4639,692523.68,1.8562
MO8996312,PENSACOLA,FL,35,2739,206673.5,0,0,0,35,2739,206673.5,1.5057
TD1733201,AURORA,IL,23,1150,61026.24,NA,NA,NA,NA,NA,NA,1.9368
PK2536349,MISSOULA,MT,35,563,65228.74,NA,NA,NA,NA,NA,NA,1.2266
MZ0269161,ROCHESTER,NY,15,407,42673.31,0,0,0,15,407,42673.31,1.9954
DS3461310,CORINTH,MS,15,2895,318227.11,0,0,0,15,2895,318227.11,1.5535
KC4625355,SAINT LOUIS,MO,11,76,10838.54,0,0,0,11,76,10838.54,1.6773
GY0130283,WASHINGTON DC,DC,13,214,22162.11,0,0,0,13,214,22162.11,1.5091
YI3783184,HOUSTON,TX,30,685,90687.85,0,0,0,30,685,90687.85,1.7146
AQ0051427,SPRINGFIELD,IL,38,5332,178155.97,NA,NA,NA,NA,NA,NA,1.3808
AR8742931,FREDERICKSBURG,VA,52,12816,248371.01,5,11305,64511.44,47,1511,183859.57,1.2349
MA5926094,BAKERSFIELD,CA,67,11667,585051.17,3,7720,44908.29,64,3947,540142.88,1.8203
AS4374633,FRANKFORT,IL,22,1077,145528.31,0,0,0,22,1077,145528.31,1.291
SZ1026346,CLINTON TWP,MI,23,339,36795.66,0,0,0,23,339,36795.66,2.0373
PI7225859,BALTIMORE,MD,13,81,6836.85,0,0,0,13,81,6836.85,1.2593
ZI5394714,HARTFORD,CT,21,1337,175841.95,0,0,0,21,1337,175841.95,1.4021
FH7062187,EAST SETAUKET,NY,17,416,74643.15,0,0,0,17,416,74643.15,2.3565
UX4498336,CLEVELAND,OH,7,159,13224.28,0,0,0,7,159,13224.28,1.469
EH3609008,HENDERSONVILLE,TN,18,428,45516.18,0,0,0,18,428,45516.18,1.1961
JW7797029,TOWSON,MD,28,1083,107484.75,NA,NA,NA,NA,NA,NA,1.6603
MO0120408,MEDIA,PA,24,3758,459118.19,0,0,0,24,3758,459118.19,1.7955
WB5535320,EDINA,MN,37,5209,101458.43,NA,NA,NA,NA,NA,NA,1.5728
WY4975056,CORVALLIS,OR,45,32321,317822.8,8,30965,174673.47,37,1356,143149.33,1.2568
PY5431637,NEW YORK,NY,12,859,116839.62,0,0,0,12,859,116839.62,1.2384
IU1845452,HIGH POINT,NC,31,1225,163317.1,NA,NA,NA,NA,NA,NA,1.684
WJ5497820,FORT WORTH,TX,15,674,101911.61,0,0,0,15,674,101911.61,1.6406
QB9299973,BOSTON,MA,8,431,48280.5,0,0,0,8,431,48280.5,1.4536
OD9260068,DAYTON,OH,14,240,38448.16,0,0,0,14,240,38448.16,1.7481
LT4443181,TAMPA,FL,20,782,103981.05,0,0,0,20,782,103981.05,1.2556
IS8523569,BOSTON,MA,4,12,1332.4,0,0,0,4,12,1332.4,2.0354
DD0215152,HAYS,KS,30,925,77286.86,0,0,0,30,925,77286.86,1.3611
KO8579669,FAIRFAX,VA,21,1735,283578.54,0,0,0,21,1735,283578.54,1.1777
AR3163207,WARREN,OH,13,754,84310.88,0,0,0,13,754,84310.88,1.2258
ZB9254102,LAKE MARY,FL,27,610,75351.2,0,0,0,27,610,75351.2,2.016
BG3944820,GLENS FALLS,NY,29,1860,142214.28,NA,NA,NA,NA,NA,NA,1.5552
MD9677819,HAYWARD,CA,27,7217,415988.22,1,3155,17285.58,26,4062,398702.64,1.9009
EQ2345842,WOODBRIDGE,VA,23,1508,204928.54,0,0,0,23,1508,204928.54,1.2666
OH1372149,PITTSBURGH,PA,26,1173,128812.42,0,0,0,26,1173,128812.42,2.1136
QQ5805453,ATLANTA,GA,12,332,19829.76,0,0,0,12,332,19829.76,1.4219
XX3738856,LOS ANGELES,CA,61,17248,757351.03,10,9776,64785.51,51,7472,692565.52,1.8194
TU5865416,SAN DIEGO,CA,22,886,90243.5,NA,NA,NA,NA,NA,NA,1.5018
XR6919114,DALLAS,TX,33,977,92266.99,1,285,562.04,32,692,91704.95,1.5223
QG3847255,SAN ANTONIO,TX,25,1811,72555.2,5,757,1361.4,20,1054,71193.8,1.3267
EY0922904,LOS ANGELES,CA,28,1860,308569.93,0,0,0,28,1860,308569.93,1.8919
EI4565125,SAN JUAN,PR,5,44,5076.45,0,0,0,5,44,5076.45,1.9974
IV5683256,OCEANSIDE,CA,17,254,53816.28,0,0,0,17,254,53816.28,0.9435
JE0227390,DEARBORN,MI,34,1658,150777.75,NA,NA,NA,NA,NA,NA,2.2424
PP9694803,SACRAMENTO,CA,25,449,52876.69,NA,NA,NA,NA,NA,NA,1.7055
SF1214533,ODESSA,TX,33,1164,106849.51,NA,NA,NA,NA,NA,NA,1.4558
VB2784608,JAMAICA,NY,9,1315,136311.01,0,0,0,9,1315,136311.01,3.1241
MK7304276,PROVIDENCE,RI,18,312,33049.65,0,0,0,18,312,33049.65,1.6106
IF8159952,LOS ANGELES,CA,8,452,53416.66,0,0,0,8,452,53416.66,1.8088
TY6676721,WESTMINSTER,MD,22,1293,134175.33,0,0,0,22,1293,134175.33,1.4983
TY3085052,LOS ANGELES,CA,19,950,104615.98,0,0,0,19,950,104615.98,2.3082
IS8039940,PARADISE VALLEY,AZ,3,231,34486.09,0,0,0,3,231,34486.09,1.1359
UF5414903,BURLINGAME,CA,18,633,81426,0,0,0,18,633,81426,2.0296
WO4365634,FLORENCE,SC,39,3562,241598.04,NA,NA,NA,NA,NA,NA,1.5258
HG3330225,CHARLOTTESVILLE,VA,20,669,57828.42,0,0,0,20,669,57828.42,1.5206
DW5299997,SALT LAKE CITY,UT,14,805,37452.03,NA,NA,NA,NA,NA,NA,1.9513
JD0080045,KEY WEST,FL,16,526,42210.92,0,0,0,16,526,42210.92,1.6543
WT2789151,TAMPA,FL,45,4166,522187.74,0,0,0,45,4166,522187.74,2.3061
OY1361941,SPRINGFIELD,MA,12,5200,111375.67,1,4500,24799.5,11,700,86576.17,1.3835
EY0518603,STATEN ISLAND,NY,4,330,35713.99,0,0,0,4,330,35713.99,1.1117
KE9155005,WEBSTER,TX,11,519,42672.26,NA,NA,NA,NA,NA,NA,1.5804
HT4864312,CORNING,NY,38,4757,97197.37,6,4011,22049.88,32,746,75147.49,1.3907
OL8346478,MORGANTOWN,WV,24,849,89253.63,0,0,0,24,849,89253.63,1.7506
GA8665407,HIXSON,TN,20,1567,151340.8,0,0,0,20,1567,151340.8,1.5617
PE7886624,CHESTERFIELD,MO,34,10368,241761.46,1,8500,46702.58,33,1868,195058.88,1.4895
FZ4609137,SALT LAKE CITY,UT,26,255,25896.23,0,0,0,26,255,25896.23,1.4553
ID2132815,DOVER,NJ,24,1455,173980.69,0,0,0,24,1455,173980.69,1.7404
VE7243204,MAPLEWOOD,MN,28,1024,107560.1,0,0,0,28,1024,107560.1,1.4703
WF9784143,MYRTLE BEACH,SC,8,1561,153581.3,0,0,0,8,1561,153581.3,2.1371
SK3801775,ZANESVILLE,OH,20,1557,142468.71,0,0,0,20,1557,142468.71,1.6922
PI4700198,SHEBOYGAN,WI,59,3751,122535.97,2,2701,14841.46,57,1050,107694.51,1.3073
ER4949188,WILMINGTON,NC,4,783,90067.55,0,0,0,4,783,90067.55,1.6291
CU3625724,SANTA ANA,CA,5,27,4595.41,0,0,0,5,27,4595.41,1.3074
OV5012168,MIAMI,FL,2,15,1872.37,0,0,0,2,15,1872.37,1.8394
UU6372624,CHICAGO,IL,19,8358,98186,1,7850,43151.62,18,508,55034.38,1.3317
NW5794658,CINCINNATI,OH,17,692,70782.18,0,0,0,17,692,70782.18,1.4789
JY0214470,SAN FRANCISCO,CA,8,386,58918.05,0,0,0,8,386,58918.05,1.3156
BH5265372,CHESTER,PA,15,244,22720.01,0,0,0,15,244,22720.01,2.4471
NT5638058,COLUMBIA,MO,26,814,91338.9,0,0,0,26,814,91338.9,1.5869
CY1145174,OXNARD,CA,47,2790,311084.01,NA,NA,NA,NA,NA,NA,1.7046
NN8487048,ORANGE,CA,21,249,32679.12,0,0,0,21,249,32679.12,1.5161
VU2640086,NEW YORK,NY,11,237,29831.51,0,0,0,11,237,29831.51,1.3963
QL1687017,JACKSONVILLE,FL,15,1556,68666.93,0,0,0,15,1556,68666.93,1.2175
II5855934,DEWEY,AZ,20,1083,138845.85,NA,NA,NA,NA,NA,NA,1.2426
LW7923946,SANTA ROSA,CA,31,12550,296043.25,1,11045,60789.81,30,1505,235253.44,1.3191
CJ1069938,BURLINGTON,MA,6,73,4408.65,0,0,0,6,73,4408.65,1.5927
XA9019585,DURHAM,NC,38,20981,170859.22,14,20455,111074.92,24,526,59784.3,0.9749
VB7784905,NASHVILLE,TN,32,773,64690.62,0,0,0,32,773,64690.62,1.391
OR9281254,MEMPHIS,TN,73,17484,655291.33,8,14826,455326.63,65,2658,199964.7,2.2362
CE0527363,ATHENS,GA,27,1547,147707.42,NA,NA,NA,NA,NA,NA,1.2488
RF7441532,EVANSVILLE,IN,24,295,40760.97,NA,NA,NA,NA,NA,NA,1.3016
QZ3261107,MILWAUKEE,WI,19,144,20142.2,NA,NA,NA,NA,NA,NA,1.3842
RD2323068,EAST MEADOW,NY,10,62,7158.32,0,0,0,10,62,7158.32,1.8108
VG6950411,MIDDLETOWN,NY,62,1648,152388.98,NA,NA,NA,NA,NA,NA,1.7948
WQ1618316,TAMPA,FL,19,449,55155.12,0,0,0,19,449,55155.12,2.0293
PE3621309,CLYDE,NC,30,1106,96713.69,0,0,0,30,1106,96713.69,1.2577
ZF3096636,CHARLESTON,SC,19,770,89094.79,0,0,0,19,770,89094.79,1.6578
MU3786964,COLUMBUS,OH,28,497,76130.34,0,0,0,28,497,76130.34,2.1416
WJ8014862,NEW YORK,NY,24,399,57557.08,0,0,0,24,399,57557.08,1.4789
CD8389969,CHARLOTTE,NC,16,503,63936.18,0,0,0,16,503,63936.18,2.0374
MN0400440,HOUSTON,TX,11,236,24126,0,0,0,11,236,24126,2.1673
EK2386346,WEST CHESTER,OH,16,289,34268.2,0,0,0,16,289,34268.2,1.9093
FH1057347,MINEOLA,NY,22,710,93397.31,0,0,0,22,710,93397.31,1.8144
BB6528737,DURHAM,NC,46,2963,84169.7,8,2503,33711.46,38,460,50458.24,1.4398
LS9778628,ANN ARBOR,MI,11,121,24384.93,0,0,0,11,121,24384.93,1.8147
CE1782818,BOSTON,MA,8,31,4317.4,0,0,0,8,31,4317.4,2.4112
QC4947624,BRANDON,FL,7,487,50801.87,0,0,0,7,487,50801.87,2.2537
MD7845889,BATON ROUGE,LA,46,9132,153334.48,3,8127,48365.42,43,1005,104969.06,1.7606
WI9011572,ROCHESTER,MN,14,8581,75660.77,1,8325,43528.35,13,256,32132.42,1.1493
TB5442875,RIVERSIDE,CA,18,431,45820.03,0,0,0,18,431,45820.03,1.4328
OB4721270,PASADENA,TX,76,12286,459912.57,11,9258,134891.81,65,3028,325020.76,1.3648
BJ0372939,BOWLING GREEN,OH,22,1668,161075.64,0,0,0,22,1668,161075.64,1.4197
ML9007504,FORT WORTH,TX,20,1562,167515.54,0,0,0,20,1562,167515.54,1.8829
XA5013102,HOUSTON,TX,52,9265,439146.25,4,7764,236457.87,48,1501,202688.38,1.281
FL2788662,AVENTURA,FL,17,721,74259.31,0,0,0,17,721,74259.31,2.6068
HQ8447901,WINTER PARK,FL,29,3250,139149.29,NA,NA,NA,NA,NA,NA,1.3714
AB4055342,HOUSTON,TX,71,9344,646207.13,6,5134,32977.8,65,4210,613229.33,1.993
PH6887031,JOLIET,IL,7,308,42896.5,0,0,0,7,308,42896.5,1.1229
FS2240669,DALLAS,TX,34,3530,394815.11,1,549,1076.79,33,2981,393738.32,2.1982
LE5132750,TROY,OH,28,1569,208360.66,0,0,0,28,1569,208360.66,1.2555
EO3203540,DAYTON,OH,29,9500,394373.57,2,6820,33870.94,27,2680,360502.63,1.4997
HV6912234,LANGHORNE,PA,33,3102,265724.29,0,0,0,33,3102,265724.29,1.5428
TG7023505,PHOENIX,AZ,18,1861,93894.35,3,1155,3520.17,15,706,90374.18,1.115
KO1804842,BEVERLY HILLS,CA,20,24174,841142,2,22052,681479.52,18,2122,159662.48,1.472
YJ3581901,LAWRENCEBURG,IN,20,2029,186380.63,0,0,0,20,2029,186380.63,1.4672
GE3550402,MEDFORD,OR,14,406,40408.59,0,0,0,14,406,40408.59,1.1678
ST3671547,NORTH FORT MYERS,FL,19,2961,274252.48,0,0,0,19,2961,274252.48,1.7406
MG6975435,ITHACA,NY,42,2973,107220.48,NA,NA,NA,NA,NA,NA,1.355
CI5358532,DETROIT,MI,13,643,103413.33,0,0,0,13,643,103413.33,2.7371
WH2365490,LOS ANGELES,CA,15,514,72558.66,0,0,0,15,514,72558.66,1.8505
MW7324931,GREEN BAY,WI,39,1688,172309.22,0,0,0,39,1688,172309.22,1.1586
NU6027066,SHREVEPORT,LA,12,377,40699.06,0,0,0,12,377,40699.06,1.9298
BY2575235,LOS ANGELES,CA,8,322,49459.21,0,0,0,8,322,49459.21,1.3909
CB9599002,BURLINGTON,VT,8,129,15599.04,0,0,0,8,129,15599.04,1.3293
GZ6325888,JACKSONVILLE,FL,21,1412,125847.15,0,0,0,21,1412,125847.15,2.2694
NW5648775,ROCHESTER,NY,24,374,33059.7,0,0,0,24,374,33059.7,1.7623
IE6089131,LAWRENCE,KS,43,11738,182185.5,1,10700,58797.1,42,1038,123388.4,1.1946
TG1282249,SCOTTSDALE,AZ,29,398,51594.69,0,0,0,29,398,51594.69,1.5077
LO3496781,CHERRY HILL,NJ,8,338,31275.59,0,0,0,8,338,31275.59,1.622
AW7899356,CARROLLTON,TX,29,2269,75328.42,NA,NA,NA,NA,NA,NA,1.7247
RJ0969471,LOS ANGELES,CA,4,108,9449.6,0,0,0,4,108,9449.6,1.3241
SL9881383,RALEIGH,NC,61,2749,202218.24,7,1412,6336.28,54,1337,195881.96,1.3524
XC7953698,ORANGE,CA,40,5970,154635.31,3,4500,27546.8,37,1470,127088.51,1.563
XH1904891,GAINESVILLE,FL,6,19,2128,0,0,0,6,19,2128,1.1551
MF5753799,BALTIMORE,MD,26,435,46423.63,0,0,0,26,435,46423.63,1.5042
VQ2098746,DETROIT,MI,21,424,31719.11,0,0,0,21,424,31719.11,1.7044
BO7915085,SOMERSET,KY,25,2085,165512.11,NA,NA,NA,NA,NA,NA,1.2479
YG4014830,CHARLESTON,SC,21,21584,206984.56,3,20596,115460.4,18,988,91524.16,1.3409
XV5632299,BALTIMORE,MD,11,1301,72591.62,0,0,0,11,1301,72591.62,1.5498
PZ2463763,PHILADELPHIA,PA,15,687,70825.16,0,0,0,15,687,70825.16,2.0846
HH4087981,SAN FRANCISCO,CA,4,40,4808.17,0,0,0,4,40,4808.17,1.0354
AI3195582,BALTIMORE,MD,35,913,54132.55,0,0,0,35,913,54132.55,1.4852
TT8073276,EAST SETAUKET,NY,29,690,107654.99,0,0,0,29,690,107654.99,1.8253
OW8530571,JERSEY CITY,NJ,11,458,90157.35,0,0,0,11,458,90157.35,1.221
AT8541031,SHORT HILLS,NJ,9,79,11309.98,0,0,0,9,79,11309.98,1.8329
II5925512,TYLER,TX,57,2139,153008.53,0,0,0,57,2139,153008.53,1.242
MO4431698,WATERBURY,CT,5,79,9198.46,0,0,0,5,79,9198.46,0.8533
PH5569917,PALM DESERT,CA,26,29415,669209.5,2,27108,148008.76,24,2307,521200.74,1.6951
UW2486559,COOPERSTOWN,NY,18,892,98508.13,0,0,0,18,892,98508.13,1.2378
UY7008375,HERSHEY,PA,3,230,12197.08,0,0,0,3,230,12197.08,1.2893
LP0056122,TEMPLE,TX,33,787,69467.88,0,0,0,33,787,69467.88,1.6088
WR4758246,HOUSTON,TX,16,1236,117589.72,0,0,0,16,1236,117589.72,1.9742
MA6290436,ASHEVILLE,NC,33,2567,180104.19,NA,NA,NA,NA,NA,NA,1.2748
CA3525793,GRAND HAVEN,MI,27,4286,84707.82,NA,NA,NA,NA,NA,NA,1.788
GM8792665,PEMBROKE PINES,FL,22,580,88004.96,0,0,0,22,580,88004.96,2.0324
DS2847529,SAN FRANCISCO,CA,9,220,31047.28,0,0,0,9,220,31047.28,1.2145
WY1904728,BOSTON,MA,24,460,39567.29,0,0,0,24,460,39567.29,1.3669
MS7696898,ROCHESTER,MN,17,82,8068.95,0,0,0,17,82,8068.95,1.7068
JG8210300,CHICAGO,IL,10,930,87316.88,0,0,0,10,930,87316.88,1.5297
IG0301464,BENNINGTON,VT,35,993,102390.37,0,0,0,35,993,102390.37,1.5329
ZA5599441,LOUISVILLE,KY,33,1130,94639.51,0,0,0,33,1130,94639.51,1.6329
NH3252473,ERIE,PA,34,244,39712.17,0,0,0,34,244,39712.17,1.8075
PB0437246,ANN ARBOR,MI,12,353,26741.56,0,0,0,12,353,26741.56,1.0046
TP5024552,DECATUR,GA,24,1105,108048.47,NA,NA,NA,NA,NA,NA,1.6031
GN5722313,ROCHESTER,MN,19,6162,55446.29,2,5951,32785.95,17,211,22660.34,1.2865
QZ0982758,HOUSTON,TX,6,268,23884.68,0,0,0,6,268,23884.68,1.4947
ND1336774,BOSTON,MA,32,609,58943.93,0,0,0,32,609,58943.93,1.6759
NN4661980,GREAT NECK,NY,18,335,37604.59,0,0,0,18,335,37604.59,1.3903
DN9995197,CARMEL,NY,45,1311,165096.73,NA,NA,NA,NA,NA,NA,1.2952
IO0912042,PHILADELPHIA,PA,36,768,69803.8,0,0,0,36,768,69803.8,1.8089
PI8568465,HIALEAH,FL,13,1786,254252.63,0,0,0,13,1786,254252.63,2.1783
XN3917960,WEST ALLIS,WI,33,1465,159508.11,NA,NA,NA,NA,NA,NA,1.721
CO0608518,FOREST HILLS,NY,49,8489,462407.37,7,5338,28808.2,42,3151,433599.17,1.8146
QV3789322,SAINT LOUIS,MO,34,34030,316967.46,1,32900,181217.6,33,1130,135749.86,1.6176
WD8284783,JACKSONVILLE,FL,8,191,19861.57,0,0,0,8,191,19861.57,1.274
TK6798321,NEW YORK,NY,10,184,15290.15,0,0,0,10,184,15290.15,1.5611
JE9143601,DOYLESTOWN,PA,43,1252,127889.53,NA,NA,NA,NA,NA,NA,1.7675
KR5143729,LEXINGTON,KY,18,1571,174064,0,0,0,18,1571,174064,1.2355
RY8700458,WILLOWBROOK,IL,16,4530,205440.75,NA,NA,NA,NA,NA,NA,1.2453
WG1152213,PORT JEFFERSON,NY,8,305,28179.89,0,0,0,8,305,28179.89,1.2279
RY7094428,ATHENS,GA,27,1703,42320.91,NA,NA,NA,NA,NA,NA,1.9399
QJ2106726,AUGUSTA,ME,30,616,57134,0,0,0,30,616,57134,1.3989
ZN2682330,HOPKINSVILLE,KY,30,1548,174652.27,NA,NA,NA,NA,NA,NA,1.56
OA8317847,HONOLULU,HI,21,2233,135465.57,1,882,4825.12,20,1351,130640.45,1.339
FE2872151,WACO,TX,20,630,65066.94,0,0,0,20,630,65066.94,1.3152
TH2349219,JACKSON,MS,8,328,25827.33,0,0,0,8,328,25827.33,1.4228
SQ0833742,ALBUQUERQUE,NM,13,664,99095.82,0,0,0,13,664,99095.82,1.1338
UW1010411,BEAUFORT,SC,39,9341,248894.18,3,7353,42517.15,36,1988,206377.03,1.401
LH5774587,INDIANAPOLIS,IN,26,496,64170.54,0,0,0,26,496,64170.54,1.7697
QO8394471,TAMPA,FL,7,72,9048.48,0,0,0,7,72,9048.48,1.0369
OL9003425,ROCHESTER,NY,12,367,35861.34,0,0,0,12,367,35861.34,1.5363
JS5211307,MINNEAPOLIS,MN,23,492,91637.98,0,0,0,23,492,91637.98,1.581
YT7094677,SAINT LOUIS,MO,10,240,19573.83,0,0,0,10,240,19573.83,1.6083
QD8317547,WINSTON SALEM,NC,50,13956,140941.44,9,13229,92572.63,41,727,48368.81,1.053
SE3743521,ALABASTER,AL,36,1612,189554.85,0,0,0,36,1612,189554.85,1.5599
JT0719207,SARASOTA,FL,34,2339,304761.42,0,0,0,34,2339,304761.42,1.5252
RW4681925,ST LOUIS,MO,8,86,8955.27,0,0,0,8,86,8955.27,1.6862
AG5034259,SIOUX FALLS,SD,61,13619,272992.43,2,11952,65546.64,59,1667,207445.79,1.4097
RM9313092,BECKLEY,WV,7,1396,128882.07,0,0,0,7,1396,128882.07,2.0855
JA6171984,NEW YORK,NY,11,512,54267.07,0,0,0,11,512,54267.07,1.9686
AU3430553,BOSTON,MA,10,292,34178.93,0,0,0,10,292,34178.93,1.5781
VE9117629,PROVIDENCE,RI,11,450,41655.62,0,0,0,11,450,41655.62,1.3325
TY7054880,CHICAGO,IL,25,4500,347909.37,1,2001,10956.87,24,2499,336952.5,1.9086
LC9551058,MIAMI,FL,9,105,16773.04,0,0,0,9,105,16773.04,1.0026
QH2500283,ORANGEBURG,SC,71,9567,451756.15,5,6072,35095.99,66,3495,416660.16,2.0942
EJ0652695,AVENTURA,FL,25,1171,182106.69,0,0,0,25,1171,182106.69,1.4688
BQ3463300,KNOXVILLE,TN,10,77,9722.23,0,0,0,10,77,9722.23,1.0082
CN8211845,BOSTON,MA,9,305,30235.43,0,0,0,9,305,30235.43,1.5068
AP3491348,MOLINE,IL,45,1854,155199.6,1,81,179.84,44,1773,155019.76,1.359
DD4467426,BALTIMORE,MD,14,275,26693.78,0,0,0,14,275,26693.78,1.9805
YP4486241,EAST SETAUKET,NY,30,820,63539.13,8,377,8468.03,22,443,55071.1,1.4501
UN6381607,COON RAPIDS,MN,54,17759,249334.76,1,16700,91879.8,53,1059,157454.96,1.3247
SQ9146526,MONTGOMERY,AL,9,1043,104931.08,0,0,0,9,1043,104931.08,1.0318
XC1215010,BOSTON,MA,16,290,34885.94,0,0,0,16,290,34885.94,1.8138
GI1582662,SKOKIE,IL,14,733,60000.68,0,0,0,14,733,60000.68,1.0391
CD5270394,CUYAHOGA FALLS,OH,8,25,6233.78,0,0,0,8,25,6233.78,0.8958
OV2115090,PROVIDENCE,RI,13,427,52762.79,0,0,0,13,427,52762.79,1.2978
BB3103471,LAKE SUCCESS,NY,59,5158,505120.25,5,399,749.17,54,4759,504371.08,1.6509
XI9302717,KIRKLAND,WA,11,304,34697.52,NA,NA,NA,NA,NA,NA,1.245
VR7612509,KALAMAZOO,MI,20,577,51505.27,0,0,0,20,577,51505.27,1.158
KH9361033,FRESNO,CA,30,23504,383950.94,3,21085,115300.18,27,2419,268650.76,1.1745
FX9837504,OCALA,FL,12,1877,264807.93,0,0,0,12,1877,264807.93,2.2222
NN7683277,HARRISONBURG,VA,37,27187,365702.56,4,24431,133546.35,33,2756,232156.21,1.2503
ET0510479,APPLE VALLEY,CA,9,176,22504.45,0,0,0,9,176,22504.45,2.0527
UP2986686,PRESCOTT,AZ,15,1230,124793.98,0,0,0,15,1230,124793.98,1.1335
IE9870091,VANCOUVER,WA,29,2072,211853.15,NA,NA,NA,NA,NA,NA,1.4697
JY4837171,BUFFALO,NY,6,373,20582.94,0,0,0,6,373,20582.94,1.2992
LI4467265,ATTLEBORO,MA,60,7410,283787.18,1,5400,29611.7,59,2010,254175.48,1.3388
VR2376318,JACKSONVILLE,FL,15,79,6117.8,0,0,0,15,79,6117.8,1.0443
